allele,gene_family,refseq_nucleotide_accession,subclass
blaPDC-223,blaPDC,NG_056057.1,CEPHALOSPORIN
blaPDC-224,blaPDC,NG_056102.1,CEPHALOSPORIN
blaPDC-225,blaPDC,NG_056103.1,CEPHALOSPORIN
blaPDC-226,blaPDC,NG_056104.1,CEPHALOSPORIN
blaPDC-227,blaPDC,NG_056419.1,CEPHALOSPORIN
blaPDC-228,blaPDC,NG_056420.1,CEPHALOSPORIN
blaPDC-229,blaPDC,NG_056421.1,CEPHALOSPORIN
blaPDC-23,blaPDC,NG_049896.1,CEPHALOSPORIN
blaPDC-230,blaPDC,NG_056422.1,CEPHALOSPORIN
blaPDC-231,blaPDC,NG_056423.1,CEPHALOSPORIN
blaPDC-232,blaPDC,NG_056424.1,CEPHALOSPORIN
blaPDC-233,blaPDC,NG_056425.1,CEPHALOSPORIN
blaPDC-234,blaPDC,NG_056389.1,CEPHALOSPORIN
blaPDC-235,blaPDC,NG_056390.1,CEPHALOSPORIN
blaPDC-236,blaPDC,NG_056391.1,CEPHALOSPORIN
blaPDC-237,blaPDC,NG_056392.1,CEPHALOSPORIN
blaPDC-238,blaPDC,NG_056393.1,CEPHALOSPORIN
blaPDC-239,blaPDC,NG_056394.1,CEPHALOSPORIN
blaPDC-24,blaPDC,NG_049897.1,CEPHALOSPORIN
blaPDC-240,blaPDC,NG_056395.1,CEPHALOSPORIN
blaPDC-241,blaPDC,NG_056396.1,CEPHALOSPORIN
blaPDC-242,blaPDC,NG_056397.1,CEPHALOSPORIN
blaPDC-243,blaPDC,NG_056398.1,CEPHALOSPORIN
blaPDC-244,blaPDC,NG_056399.1,CEPHALOSPORIN
blaPDC-245,blaPDC,NG_056400.1,CEPHALOSPORIN
blaPDC-246,blaPDC,NG_056401.1,CEPHALOSPORIN
blaPDC-247,blaPDC,NG_056402.1,CEPHALOSPORIN
blaPDC-248,blaPDC,NG_056403.1,CEPHALOSPORIN
blaPDC-249,blaPDC,NG_056404.1,CEPHALOSPORIN
blaPDC-25,blaPDC,NG_049898.1,CEPHALOSPORIN
blaPDC-250,blaPDC,NG_057582.1,CEPHALOSPORIN
blaPDC-251,blaPDC,NG_057583.1,CEPHALOSPORIN
blaPDC-252,blaPDC,NG_057584.1,CEPHALOSPORIN
blaPDC-253,blaPDC,NG_057585.1,CEPHALOSPORIN
blaPDC-254,blaPDC,NG_057586.1,CEPHALOSPORIN
blaPDC-255,blaPDC,NG_057587.1,CEPHALOSPORIN
blaPDC-256,blaPDC,NG_057588.1,CEPHALOSPORIN
blaPDC-257,blaPDC,NG_057589.1,CEPHALOSPORIN
blaPDC-258,blaPDC,NG_057590.1,CEPHALOSPORIN
blaPDC-259,blaPDC,NG_057591.2,CEPHALOSPORIN
blaPDC-26,blaPDC,NG_049899.1,CEPHALOSPORIN
blaPDC-260,blaPDC,NG_057592.1,CEPHALOSPORIN
blaPDC-261,blaPDC,NG_057593.1,CEPHALOSPORIN
blaPDC-262,blaPDC,NG_057594.1,CEPHALOSPORIN
blaPDC-263,blaPDC,NG_057595.1,CEPHALOSPORIN
blaPDC-264,blaPDC,NG_057596.1,CEPHALOSPORIN
blaPDC-265,blaPDC,NG_057597.2,CEPHALOSPORIN
blaPDC-266,blaPDC,NG_057598.1,CEPHALOSPORIN
blaPDC-267,blaPDC,NG_057599.1,CEPHALOSPORIN
blaPDC-268,blaPDC,NG_057600.1,CEPHALOSPORIN
blaPDC-270,blaPDC,NG_057601.1,CEPHALOSPORIN
blaPDC-271,blaPDC,NG_057602.1,CEPHALOSPORIN
blaPDC-272,blaPDC,NG_057603.1,CEPHALOSPORIN
blaPDC-273,blaPDC,NG_057604.1,CEPHALOSPORIN
blaPDC-274,blaPDC,NG_057605.1,CEPHALOSPORIN
blaPDC-275,blaPDC,NG_060537.1,CEPHALOSPORIN
blaPDC-276,blaPDC,NG_060546.1,CEPHALOSPORIN
blaPDC-277,blaPDC,NG_060547.1,CEPHALOSPORIN
blaPDC-278,blaPDC,NG_060548.1,CEPHALOSPORIN
blaPDC-279,blaPDC,NG_060549.1,CEPHALOSPORIN
blaPDC-28,blaPDC,NG_049900.1,CEPHALOSPORIN
blaPDC-280,blaPDC,NG_060550.1,CEPHALOSPORIN
blaPDC-281,blaPDC,NG_060551.1,CEPHALOSPORIN
blaPDC-282,blaPDC,NG_060552.1,CEPHALOSPORIN
blaPDC-283,blaPDC,NG_060553.1,CEPHALOSPORIN
blaPDC-284,blaPDC,NG_060554.1,CEPHALOSPORIN
blaPDC-285,blaPDC,NG_060555.1,CEPHALOSPORIN
blaPDC-286,blaPDC,NG_060538.1,CEPHALOSPORIN
blaPDC-287,blaPDC,NG_060556.1,CEPHALOSPORIN
blaPDC-288,blaPDC,NG_060557.1,CEPHALOSPORIN
blaPDC-289,blaPDC,NG_060558.1,CEPHALOSPORIN
blaPDC-290,blaPDC,NG_060559.1,CEPHALOSPORIN
blaPDC-291,blaPDC,NG_060561.1,CEPHALOSPORIN
blaPDC-292,blaPDC,NG_060562.1,CEPHALOSPORIN
blaPDC-293,blaPDC,NG_060563.1,CEPHALOSPORIN
blaPDC-294,blaPDC,NG_060539.1,CEPHALOSPORIN
blaPDC-295,blaPDC,NG_060540.1,CEPHALOSPORIN
blaPDC-296,blaPDC,NG_060541.1,CEPHALOSPORIN
blaPDC-297,blaPDC,NG_060542.1,CEPHALOSPORIN
blaPDC-298,blaPDC,NG_060543.1,CEPHALOSPORIN
blaPDC-299,blaPDC,NG_060544.1,CEPHALOSPORIN
blaPDC-3,blaPDC,NG_049901.1,CEPHALOSPORIN
blaPDC-30,blaPDC,NG_049902.1,CEPHALOSPORIN
blaPDC-300,blaPDC,NG_060545.1,CEPHALOSPORIN
blaPDC-301,blaPDC,NG_060566.1,CEPHALOSPORIN
blaPDC-302,blaPDC,NG_060567.1,CEPHALOSPORIN
blaPDC-303,blaPDC,NG_060568.1,CEPHALOSPORIN
blaPDC-304,blaPDC,NG_061620.1,CEPHALOSPORIN
blaPDC-305,blaPDC,NG_061624.1,CEPHALOSPORIN
blaPDC-306,blaPDC,NG_061625.1,CEPHALOSPORIN
blaPDC-307,blaPDC,NG_062258.1,CEPHALOSPORIN
blaPDC-308,blaPDC,NG_062259.1,CEPHALOSPORIN
blaPDC-309,blaPDC,NG_062260.1,CEPHALOSPORIN
blaPDC-31,blaPDC,NG_049903.1,CEPHALOSPORIN
blaPDC-310,blaPDC,NG_062261.1,CEPHALOSPORIN
blaPDC-311,blaPDC,NG_062262.1,CEPHALOSPORIN
blaPDC-312,blaPDC,NG_062263.1,CEPHALOSPORIN
blaPDC-313,blaPDC,NG_062264.1,CEPHALOSPORIN
blaPDC-314,blaPDC,NG_062265.1,CEPHALOSPORIN
blaPDC-315,blaPDC,NG_062302.1,CEPHALOSPORIN
blaPDC-316,blaPDC,NG_062303.1,CEPHALOSPORIN
blaPDC-317,blaPDC,NG_063888.1,CEPHALOSPORIN
blaPDC-318,blaPDC,NG_066525.1,CEPHALOSPORIN
blaPDC-319,blaPDC,NG_066526.1,CEPHALOSPORIN
blaPDC-32,blaPDC,NG_049904.1,CEPHALOSPORIN
blaPDC-320,blaPDC,NG_066527.1,CEPHALOSPORIN
blaPDC-321,blaPDC,NG_066528.1,CEPHALOSPORIN
blaPDC-322,blaPDC,NG_066529.1,CEPHALOSPORIN
blaPDC-323,blaPDC,NG_066530.1,CEPHALOSPORIN
blaPDC-324,blaPDC,NG_066531.1,CEPHALOSPORIN
blaPDC-325,blaPDC,NG_066532.1,CEPHALOSPORIN
blaPDC-326,blaPDC,NG_066533.1,CEPHALOSPORIN
blaPDC-327,blaPDC,NG_066534.1,CEPHALOSPORIN
blaPDC-328,blaPDC,NG_066535.1,CEPHALOSPORIN
blaPDC-329,blaPDC,NG_066536.1,CEPHALOSPORIN
blaPDC-33,blaPDC,NG_049905.1,CEPHALOSPORIN
blaPDC-330,blaPDC,NG_066537.1,CEPHALOSPORIN
blaPDC-331,blaPDC,NG_066538.1,CEPHALOSPORIN
blaPDC-332,blaPDC,NG_066539.1,CEPHALOSPORIN
blaPDC-333,blaPDC,NG_065445.1,CEPHALOSPORIN
blaPDC-334,blaPDC,NG_065886.1,CEPHALOSPORIN
blaPDC-335,blaPDC,NG_065887.1,CEPHALOSPORIN
blaPDC-336,blaPDC,NG_065888.1,CEPHALOSPORIN
blaPDC-337,blaPDC,NG_065889.1,CEPHALOSPORIN
blaPDC-338,blaPDC,NG_065890.1,CEPHALOSPORIN
blaPDC-339,blaPDC,NG_065891.1,CEPHALOSPORIN
blaPDC-34,blaPDC,NG_049906.1,CEPHALOSPORIN
blaPDC-340,blaPDC,NG_065892.1,CEPHALOSPORIN
blaPDC-341,blaPDC,NG_065893.1,CEPHALOSPORIN
blaPDC-342,blaPDC,NG_065894.1,CEPHALOSPORIN
blaPDC-343,blaPDC,NG_065895.1,CEPHALOSPORIN
blaPDC-344,blaPDC,NG_065896.1,CEPHALOSPORIN
blaPDC-345,blaPDC,NG_065897.1,CEPHALOSPORIN
blaPDC-346,blaPDC,NG_065898.1,CEPHALOSPORIN
blaPDC-347,blaPDC,NG_065899.1,CEPHALOSPORIN
blaPDC-348,blaPDC,NG_065900.1,CEPHALOSPORIN
blaPDC-349,blaPDC,NG_065901.1,CEPHALOSPORIN
blaPDC-35,blaPDC,NG_049907.1,CEPHALOSPORIN
blaPDC-350,blaPDC,NG_065902.1,CEPHALOSPORIN
blaPDC-351,blaPDC,NG_065903.1,CEPHALOSPORIN
blaPDC-352,blaPDC,NG_065904.1,CEPHALOSPORIN
blaPDC-353,blaPDC,NG_065905.1,CEPHALOSPORIN
blaPDC-354,blaPDC,NG_065906.1,CEPHALOSPORIN
blaPDC-355,blaPDC,NG_065907.1,CEPHALOSPORIN
blaPDC-356,blaPDC,NG_065908.1,CEPHALOSPORIN
blaPDC-357,blaPDC,NG_065909.1,CEPHALOSPORIN
blaPDC-358,blaPDC,NG_065910.1,CEPHALOSPORIN
blaPDC-359,blaPDC,NG_065911.1,CEPHALOSPORIN
blaPDC-36,blaPDC,NG_049908.1,CEPHALOSPORIN
blaPDC-360,blaPDC,NG_065912.1,CEPHALOSPORIN
blaPDC-361,blaPDC,NG_065913.1,CEPHALOSPORIN
blaPDC-362,blaPDC,NG_065914.1,CEPHALOSPORIN
blaPDC-363,blaPDC,NG_065915.1,CEPHALOSPORIN
blaPDC-364,blaPDC,NG_065916.1,CEPHALOSPORIN
blaPDC-365,blaPDC,NG_065917.1,CEPHALOSPORIN
blaPDC-366,blaPDC,NG_065918.1,CEPHALOSPORIN
blaPDC-367,blaPDC,NG_065919.1,CEPHALOSPORIN
blaPDC-368,blaPDC,NG_065920.1,CEPHALOSPORIN
blaPDC-369,blaPDC,NG_065921.1,CEPHALOSPORIN
blaPDC-37,blaPDC,NG_049909.1,CEPHALOSPORIN
blaPDC-370,blaPDC,NG_065922.1,CEPHALOSPORIN
blaPDC-371,blaPDC,NG_065923.1,CEPHALOSPORIN
blaPDC-372,blaPDC,NG_065924.1,CEPHALOSPORIN
blaPDC-373,blaPDC,NG_065925.1,CEPHALOSPORIN
blaPDC-374,blaPDC,NG_065926.1,CEPHALOSPORIN
blaPDC-375,blaPDC,NG_065927.1,CEPHALOSPORIN
blaPDC-376,blaPDC,NG_065928.1,CEPHALOSPORIN
blaPDC-377,blaPDC,NG_065929.1,CEPHALOSPORIN
blaPDC-378,blaPDC,NG_065930.1,CEPHALOSPORIN
blaPDC-379,blaPDC,NG_065931.1,CEPHALOSPORIN
blaPDC-38,blaPDC,NG_049910.1,CEPHALOSPORIN
blaPDC-380,blaPDC,NG_065932.1,CEPHALOSPORIN
blaPDC-381,blaPDC,NG_065933.1,CEPHALOSPORIN
blaPDC-382,blaPDC,NG_065934.1,CEPHALOSPORIN
blaPDC-383,blaPDC,NG_065935.1,CEPHALOSPORIN
blaPDC-384,blaPDC,NG_066540.1,CEPHALOSPORIN
blaPDC-385,blaPDC,NG_066541.1,CEPHALOSPORIN
blaPDC-386,blaPDC,NG_066542.1,CEPHALOSPORIN
blaPDC-387,blaPDC,NG_066756.1,CEPHALOSPORIN
blaPDC-388,blaPDC,NG_066757.1,CEPHALOSPORIN
blaPDC-389,blaPDC,NG_068029.1,CEPHALOSPORIN
blaPDC-39,blaPDC,NG_049911.1,CEPHALOSPORIN
blaPDC-390,blaPDC,NG_068030.1,CEPHALOSPORIN
blaPDC-391,blaPDC,NG_068031.1,CEPHALOSPORIN
blaPDC-392,blaPDC,NG_068032.1,CEPHALOSPORIN
blaPDC-393,blaPDC,NG_068033.1,CEPHALOSPORIN
blaPDC-394,blaPDC,NG_068034.1,CEPHALOSPORIN
blaPDC-395,blaPDC,NG_068035.1,CEPHALOSPORIN
blaPDC-396,blaPDC,NG_068036.1,CEPHALOSPORIN
blaPDC-397,blaPDC,NG_068037.1,CEPHALOSPORIN
blaPDC-398,blaPDC,NG_068186.1,CEPHALOSPORIN
blaPDC-399,blaPDC,NG_068187.1,CEPHALOSPORIN
blaPDC-4,blaPDC,NG_049912.1,CEPHALOSPORIN
blaPDC-40,blaPDC,NG_049913.1,CEPHALOSPORIN
blaPDC-400,blaPDC,NG_068188.1,CEPHALOSPORIN
blaPDC-401,blaPDC,NG_068189.1,CEPHALOSPORIN
blaPDC-402,blaPDC,NG_068190.1,CEPHALOSPORIN
blaPDC-403,blaPDC,NG_068191.1,CEPHALOSPORIN
blaPDC-404,blaPDC,NG_068192.1,CEPHALOSPORIN
blaPDC-405,blaPDC,NG_068193.1,CEPHALOSPORIN
blaPDC-406,blaPDC,NG_068194.1,CEPHALOSPORIN
blaPDC-407,blaPDC,NG_068195.1,CEPHALOSPORIN
blaPDC-408,blaPDC,NG_068196.1,CEPHALOSPORIN
blaPDC-409,blaPDC,NG_068197.1,CEPHALOSPORIN
blaPDC-41,blaPDC,NG_049914.1,CEPHALOSPORIN
blaPDC-410,blaPDC,NG_068198.1,CEPHALOSPORIN
blaPDC-411,blaPDC,NG_068199.1,CEPHALOSPORIN
blaPDC-412,blaPDC,NG_068200.1,CEPHALOSPORIN
blaPDC-413,blaPDC,NG_068201.1,CEPHALOSPORIN
blaPDC-414,blaPDC,NG_068202.1,CEPHALOSPORIN
blaPDC-415,blaPDC,NG_068203.1,CEPHALOSPORIN
blaPDC-416,blaPDC,NG_068204.1,CEPHALOSPORIN
blaPDC-417,blaPDC,NG_068205.1,CEPHALOSPORIN
blaPDC-418,blaPDC,NG_068206.1,CEPHALOSPORIN
blaPDC-419,blaPDC,NG_068207.1,CEPHALOSPORIN
blaPDC-42,blaPDC,NG_049915.1,CEPHALOSPORIN
blaPDC-420,blaPDC,NG_068208.1,CEPHALOSPORIN
blaPDC-421,blaPDC,NG_068209.1,CEPHALOSPORIN
blaPDC-422,blaPDC,NG_070188.1,CEPHALOSPORIN
blaPDC-423,blaPDC,NG_070189.1,CEPHALOSPORIN
blaPDC-424,blaPDC,NG_070190.1,CEPHALOSPORIN
blaPDC-425,blaPDC,NG_070191.1,CEPHALOSPORIN
blaPDC-426,blaPDC,NG_070192.1,CEPHALOSPORIN
blaPDC-427,blaPDC,NG_070193.1,CEPHALOSPORIN
blaPDC-428,blaPDC,NG_070194.1,CEPHALOSPORIN
blaPDC-429,blaPDC,NG_070195.1,CEPHALOSPORIN
blaPDC-43,blaPDC,NG_049916.1,CEPHALOSPORIN
blaPDC-430,blaPDC,NG_070196.1,CEPHALOSPORIN
blaPDC-431,blaPDC,NG_070197.1,CEPHALOSPORIN
blaPDC-432,blaPDC,NG_070198.1,CEPHALOSPORIN
blaPDC-433,blaPDC,NG_070199.1,CEPHALOSPORIN
blaPDC-434,blaPDC,NG_070200.1,CEPHALOSPORIN
blaPDC-435,blaPDC,NG_070201.1,CEPHALOSPORIN
blaPDC-436,blaPDC,NG_070202.1,CEPHALOSPORIN
blaPDC-437,blaPDC,NG_070203.1,CEPHALOSPORIN
blaPDC-438,blaPDC,NG_070204.1,CEPHALOSPORIN
blaPDC-439,blaPDC,NG_070205.1,CEPHALOSPORIN
blaPDC-44,blaPDC,NG_049917.1,CEPHALOSPORIN
blaPDC-440,blaPDC,NG_070206.1,CEPHALOSPORIN
blaPDC-441,blaPDC,NG_070207.1,CEPHALOSPORIN
blaPDC-442,blaPDC,NG_070208.1,CEPHALOSPORIN
blaPDC-443,blaPDC,NG_070209.1,CEPHALOSPORIN
blaPDC-444,blaPDC,NG_070210.1,CEPHALOSPORIN
blaPDC-445,blaPDC,NG_070211.1,CEPHALOSPORIN
blaPDC-446,blaPDC,NG_070212.1,CEPHALOSPORIN
blaPDC-447,blaPDC,NG_070213.1,CEPHALOSPORIN
blaPDC-448,blaPDC,NG_070214.1,CEPHALOSPORIN
blaPDC-449,blaPDC,NG_070215.1,CEPHALOSPORIN
blaPDC-45,blaPDC,NG_049918.1,CEPHALOSPORIN
blaPDC-450,blaPDC,NG_070216.1,CEPHALOSPORIN
blaPDC-451,blaPDC,NG_070217.1,CEPHALOSPORIN
blaPDC-452,blaPDC,NG_070218.1,CEPHALOSPORIN
blaPDC-46,blaPDC,NG_049919.1,CEPHALOSPORIN
blaPDC-47,blaPDC,NG_049920.1,CEPHALOSPORIN
blaPDC-48,blaPDC,NG_049921.1,CEPHALOSPORIN
blaPDC-49,blaPDC,NG_049922.1,CEPHALOSPORIN
blaPDC-5,blaPDC,NG_049923.1,CEPHALOSPORIN
blaPDC-50,blaPDC,NG_049924.1,CEPHALOSPORIN
blaPDC-51,blaPDC,NG_049925.1,CEPHALOSPORIN
blaPDC-52,blaPDC,NG_049926.1,CEPHALOSPORIN
blaPDC-53,blaPDC,NG_049927.1,CEPHALOSPORIN
blaPDC-54,blaPDC,NG_049928.1,CEPHALOSPORIN
blaPDC-55,blaPDC,NG_049929.1,CEPHALOSPORIN
blaPDC-56,blaPDC,NG_049930.1,CEPHALOSPORIN
blaPDC-57,blaPDC,NG_049931.1,CEPHALOSPORIN
blaPDC-58,blaPDC,NG_049932.1,CEPHALOSPORIN
blaPDC-59,blaPDC,NG_049933.1,CEPHALOSPORIN
blaPDC-6,blaPDC,NG_049934.1,CEPHALOSPORIN
blaPDC-60,blaPDC,NG_049935.1,CEPHALOSPORIN
blaPDC-61,blaPDC,NG_049936.1,CEPHALOSPORIN
blaPDC-62,blaPDC,NG_049937.1,CEPHALOSPORIN
blaPDC-63,blaPDC,NG_049938.1,CEPHALOSPORIN
blaPDC-64,blaPDC,NG_049939.1,CEPHALOSPORIN
blaPDC-65,blaPDC,NG_049940.1,CEPHALOSPORIN
blaPDC-66,blaPDC,NG_049941.1,CEPHALOSPORIN
blaPDC-67,blaPDC,NG_049942.1,CEPHALOSPORIN
blaPDC-68,blaPDC,NG_049943.1,CEPHALOSPORIN
blaPDC-69,blaPDC,NG_049944.1,CEPHALOSPORIN
blaPDC-7,blaPDC,NG_049945.1,CEPHALOSPORIN
blaPDC-70,blaPDC,NG_049946.1,CEPHALOSPORIN
blaPDC-71,blaPDC,NG_049947.1,CEPHALOSPORIN
blaPDC-72,blaPDC,NG_049948.1,CEPHALOSPORIN
blaPDC-74,blaPDC,NG_051744.1,CEPHALOSPORIN
blaPDC-8,blaPDC,NG_049949.1,CEPHALOSPORIN
blaPDC-80,blaPDC,NG_054667.1,CEPHALOSPORIN
blaPDC-86,blaPDC,NG_050726.1,CEPHALOSPORIN
blaPDC-9,blaPDC,NG_049950.1,CEPHALOSPORIN
blaPDC-94,blaPDC,NG_049951.1,CEPHALOSPORIN
blaPDC-95,blaPDC,NG_049952.1,CEPHALOSPORIN
blaPDC-96,blaPDC,NG_049953.1,CEPHALOSPORIN
blaPDC-97,blaPDC,NG_049954.1,CEPHALOSPORIN
blaPDC-98,blaPDC,NG_049955.1,CEPHALOSPORIN
blaPDC-99,blaPDC,NG_049956.1,CEPHALOSPORIN
blaPER-1,blaPER,NG_049960.1,CEPHALOSPORIN
blaPER-10,blaPER,NG_059319.1,CEPHALOSPORIN
blaPER-11,blaPER,NG_056387.1,CEPHALOSPORIN
blaPER-12,blaPER,NG_059335.1,CEPHALOSPORIN
blaPER-13,blaPER,NG_064782.1,CEPHALOSPORIN
blaPER-14,blaPER,NG_067159.1,CEPHALOSPORIN
blaPER-15,blaPER,NG_068210.1,CEPHALOSPORIN
blaPER-2,blaPER,NG_049961.1,CEPHALOSPORIN
blaPER-3,blaPER,NG_049962.1,CEPHALOSPORIN
blaPER-4,blaPER,NG_049963.1,CEPHALOSPORIN
blaPER-5,blaPER,NG_049964.1,CEPHALOSPORIN
blaPER-6,blaPER,NG_049965.1,CEPHALOSPORIN
blaPER-7,blaPER,NG_049966.1,CEPHALOSPORIN
blaPER-8,blaPER,NG_049967.1,CEPHALOSPORIN
blaPER-9,blaPER,NG_049968.1,CEPHALOSPORIN
blaPFM-1,blaPFM,NG_065936.1,CARBAPENEM
blaPFM-2,blaPFM,NG_067160.1,CARBAPENEM
blaPFM-3,blaPFM,NG_067161.1,CARBAPENEM
blaPLA-1,blaPLA,NG_049969.1,BETA-LACTAM
blaPLA-2a,blaPLA,NG_049970.1,BETA-LACTAM
blaPLA-3,blaPLA,NG_049971.1,BETA-LACTAM
blaPLA-6,blaPLA,NG_049972.1,BETA-LACTAM
blaPLN-1,blaPLN,NG_055471.1,CARBAPENEM
blaPME-1,blaPME,NG_049973.1,BETA-LACTAM
blaPNGM-1,blaPNGM,NG_065937.1,CARBAPENEM
blaPOM-1,blaPOM,NG_049974.1,CARBAPENEM
blaPOM-2,blaPOM,NG_065446.1,CARBAPENEM
NA,blaPSE,NG_052478.1,BETA-LACTAM
blaCARB-1,blaPSE,NG_048713.1,BETA-LACTAM
blaCARB-11,blaPSE,NG_048715.1,BETA-LACTAM
blaCARB-12,blaPSE,NG_056111.1,BETA-LACTAM
blaCARB-2,blaPSE,NG_048722.1,BETA-LACTAM
blaCARB-3,blaPSE,NG_048733.1,BETA-LACTAM
blaCARB-4,blaPSE,NG_048742.1,BETA-LACTAM
blaCARB-51,blaPSE,NG_066505.1,BETA-LACTAM
blaCARB-52,blaPSE,NG_066506.1,BETA-LACTAM
blaCARB-6,blaPSE,NG_048751.1,BETA-LACTAM
blaCARB-7,blaPSE,NG_048752.1,BETA-LACTAM
blaCARB-9,blaPSE,NG_048754.1,BETA-LACTAM
blaPST-1,blaPST,NG_057439.1,CARBAPENEM
blaPST-2,blaPST,NG_066543.1,CARBAPENEM
blaPSV-1,blaPSV,NG_052626.1,BETA-LACTAM
NA,blaR1,NG_051774.1,BETA-LACTAM
NA,blaR1,NG_047536.1,BETA-LACTAM
NA,blaR1,NG_047537.1,BETA-LACTAM
NA,blaR1,NG_047539.1,BETA-LACTAM
NA,blaR1,NG_047540.1,BETA-LACTAM
NA,blaR39,NG_047541.1,BETA-LACTAM
blaRAHN-1,blaRAHN,NG_049975.1,CEPHALOSPORIN
blaRAHN-2,blaRAHN,NG_049976.1,CEPHALOSPORIN
NA,blaRCP,NG_055629.1,BETA-LACTAM
NA,blaRHO,NG_056490.1,BETA-LACTAM
blaROB-1,blaROB,NG_049977.1,CEPHALOSPORIN
blaROB-2,blaROB,NG_059321.1,CEPHALOSPORIN
blaROB-3,blaROB,NG_059331.1,CEPHALOSPORIN
blaROB-4,blaROB,NG_059330.1,CEPHALOSPORIN
blaROB-5,blaROB,NG_059337.1,CEPHALOSPORIN
blaROB-6,blaROB,NG_070219.1,CEPHALOSPORIN
blaROB-7,blaROB,NG_070220.1,CEPHALOSPORIN
blaROB-8,blaROB,NG_070221.1,CEPHALOSPORIN
blaRSA2-1,blaRSA2,NG_063889.1,CARBAPENEM
blaRSC1-1,blaRSC1,NG_063890.1,CEPHALOSPORIN
blaRSD1-1,blaRSD1,NG_063891.1,BETA-LACTAM
blaRSD2-1,blaRSD2,NG_063892.1,CEPHALOSPORIN
blaRSD2-2,blaRSD2,NG_063893.1,BETA-LACTAM
blaCARB-10,blaRTG,NG_048714.1,CEPHALOSPORIN
blaCARB-14,blaRTG,NG_048717.1,BETA-LACTAM
blaCARB-16,blaRTG,NG_048718.1,BETA-LACTAM
blaCARB-49,blaRTG,NG_051466.1,BETA-LACTAM
blaCARB-5,blaRTG,NG_048750.1,BETA-LACTAM
blaCARB-50,blaRTG,NG_063836.1,BETA-LACTAM
blaCARB-54,blaRTG,NG_070176.1,BETA-LACTAM
blaCARB-8,blaRTG,NG_048753.1,BETA-LACTAM
blaRUB-1,blaRUB,NG_054671.1,BETA-LACTAM
NA,blaRm3,NG_052128.1,CARBAPENEM
NA,blaS,NG_047542.1,BETA-LACTAM
blaSCO-1,blaSCO,NG_049978.1,BETA-LACTAM
NA,blaSED,NG_047543.1,BETA-LACTAM
blaSED-1,blaSED,NG_049979.1,BETA-LACTAM
blaSFC-1,blaSFC,NG_049980.1,CARBAPENEM
blaSFH-1,blaSFH,NG_052115.1,CARBAPENEM
blaSGM-1,blaSGM,NG_049983.1,BETA-LACTAM
blaSGM-2,blaSGM,NG_049984.2,BETA-LACTAM
blaSGM-3,blaSGM,NG_052647.1,BETA-LACTAM
blaSGM-4,blaSGM,NG_049986.1,BETA-LACTAM
blaSGM-5,blaSGM,NG_049987.1,BETA-LACTAM
blaSGM-6,blaSGM,NG_049988.1,BETA-LACTAM
blaSGM-7,blaSGM,NG_050614.1,BETA-LACTAM
blaSHN-1,blaSHN,NG_059313.1,CARBAPENEM
blaSHV-1,blaSHV,NG_049989.1,BETA-LACTAM
blaSHV-100,blaSHV,NG_049990.1,CEPHALOSPORIN
blaSHV-101,blaSHV,NG_049991.1,BETA-LACTAM
blaSHV-102,blaSHV,NG_049992.1,CEPHALOSPORIN
blaSHV-103,blaSHV,NG_049993.1,BETA-LACTAM
blaSHV-104,blaSHV,NG_049994.1,CEPHALOSPORIN
blaSHV-105,blaSHV,NG_049995.1,CEPHALOSPORIN
blaSHV-106,blaSHV,NG_049996.1,CEPHALOSPORIN
blaSHV-107,blaSHV,NG_049997.1,BETA-LACTAM
blaSHV-108,blaSHV,NG_049998.1,BETA-LACTAM
blaSHV-109,blaSHV,NG_049999.1,BETA-LACTAM
blaSHV-11,blaSHV,NG_050000.1,BETA-LACTAM
blaSHV-110,blaSHV,NG_050001.1,BETA-LACTAM
blaSHV-111,blaSHV,NG_050002.1,BETA-LACTAM
blaSHV-115,blaSHV,NG_067162.1,BETA-LACTAM
blaSHV-116,blaSHV,NG_068211.1,BETA-LACTAM
blaSHV-119,blaSHV,NG_050003.1,BETA-LACTAM
blaSHV-12,blaSHV,NG_050590.1,CEPHALOSPORIN
blaSHV-120,blaSHV,NG_050004.1,BETA-LACTAM
blaSHV-121,blaSHV,NG_050005.1,BETA-LACTAM
blaSHV-128,blaSHV,NG_050006.1,CEPHALOSPORIN
blaSHV-129,blaSHV,NG_050007.1,CEPHALOSPORIN
blaSHV-13,blaSHV,NG_050008.1,CEPHALOSPORIN
blaSHV-132,blaSHV,NG_050009.1,BETA-LACTAM
blaSHV-133,blaSHV,NG_050010.1,BETA-LACTAM
blaSHV-134,blaSHV,NG_050011.1,CEPHALOSPORIN
blaSHV-135,blaSHV,NG_050012.1,BETA-LACTAM
blaSHV-137,blaSHV,NG_050013.1,BETA-LACTAM
blaSHV-14,blaSHV,NG_050014.1,BETA-LACTAM
blaSHV-141,blaSHV,NG_050015.1,BETA-LACTAM
blaSHV-142,blaSHV,NG_050016.1,BETA-LACTAM
blaSHV-143,blaSHV,NG_050017.1,BETA-LACTAM
blaSHV-144,blaSHV,NG_050018.1,BETA-LACTAM
blaSHV-145,blaSHV,NG_050019.1,BETA-LACTAM
blaSHV-146,blaSHV,NG_050020.1,BETA-LACTAM
blaSHV-147,blaSHV,NG_050021.1,BETA-LACTAM
blaSHV-148,blaSHV,NG_050022.1,CEPHALOSPORIN
